command,scope,metric,bytes,dimensions_json
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,8618,"{""A"":""126"",""E"":""63"",""K"":""1"",""N"":""256"",""S"":""63"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,4290,"{""A"":""128"",""E"":""64"",""K"":""1"",""N"":""256"",""S"":""64"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,4096,"{""A"":""128"",""E"":""64"",""K"":""1"",""N"":""256"",""S"":""64"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,320,"{""A"":""128"",""E"":""64"",""K"":""1"",""N"":""256"",""S"":""64"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""128"",""E"":""64"",""K"":""1"",""N"":""256"",""S"":""64"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,8755,"{""A"":""128"",""E"":""64"",""K"":""1"",""N"":""256"",""S"":""64"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,4357,"{""A"":""130"",""E"":""65"",""K"":""1"",""N"":""256"",""S"":""65"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,4160,"{""A"":""130"",""E"":""65"",""K"":""1"",""N"":""256"",""S"":""65"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,327,"{""A"":""130"",""E"":""65"",""K"":""1"",""N"":""256"",""S"":""65"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""130"",""E"":""65"",""K"":""1"",""N"":""256"",""S"":""65"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,8893,"{""A"":""130"",""E"":""65"",""K"":""1"",""N"":""256"",""S"":""65"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8511,"{""A"":""254"",""E"":""127"",""K"":""1"",""N"":""256"",""S"":""127"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,8128,"{""A"":""254"",""E"":""127"",""K"":""1"",""N"":""256"",""S"":""127"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,761,"{""A"":""254"",""E"":""127"",""K"":""1"",""N"":""256"",""S"":""127"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""254"",""E"":""127"",""K"":""1"",""N"":""256"",""S"":""127"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,17449,"{""A"":""254"",""E"":""127"",""K"":""1"",""N"":""256"",""S"":""127"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8578,"{""A"":""256"",""E"":""128"",""K"":""1"",""N"":""256"",""S"":""128"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,8192,"{""A"":""256"",""E"":""128"",""K"":""1"",""N"":""256"",""S"":""128"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,768,"{""A"":""256"",""E"":""128"",""K"":""1"",""N"":""256"",""S"":""128"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""128"",""K"":""1"",""N"":""256"",""S"":""128"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,17587,"{""A"":""256"",""E"":""128"",""K"":""1"",""N"":""256"",""S"":""128"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8579,"{""A"":""256"",""E"":""129"",""K"":""1"",""N"":""256"",""S"":""129"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,8256,"{""A"":""256"",""E"":""129"",""K"":""1"",""N"":""256"",""S"":""129"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,771,"{""A"":""256"",""E"":""129"",""K"":""1"",""N"":""256"",""S"":""129"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""129"",""K"":""1"",""N"":""256"",""S"":""129"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,17655,"{""A"":""256"",""E"":""129"",""K"":""1"",""N"":""256"",""S"":""129"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8705,"{""A"":""256"",""E"":""255"",""K"":""1"",""N"":""256"",""S"":""255"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,16320,"{""A"":""256"",""E"":""255"",""K"":""1"",""N"":""256"",""S"":""255"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,1149,"{""A"":""256"",""E"":""255"",""K"":""1"",""N"":""256"",""S"":""255"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""255"",""K"":""1"",""N"":""256"",""S"":""255"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,26223,"{""A"":""256"",""E"":""255"",""K"":""1"",""N"":""256"",""S"":""255"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8706,"{""A"":""256"",""E"":""256"",""K"":""1"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,16384,"{""A"":""256"",""E"":""256"",""K"":""1"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,1152,"{""A"":""256"",""E"":""256"",""K"":""1"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""256"",""K"":""1"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,26291,"{""A"":""256"",""E"":""256"",""K"":""1"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8706,"{""A"":""256"",""E"":""32512"",""K"":""127"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,16384,"{""A"":""256"",""E"":""32512"",""K"":""127"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,114048,"{""A"":""256"",""E"":""32512"",""K"":""127"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""32512"",""K"":""127"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,139187,"{""A"":""256"",""E"":""32512"",""K"":""127"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,8706,"{""A"":""256"",""E"":""32768"",""K"":""128"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,16384,"{""A"":""256"",""E"":""32768"",""K"":""128"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,115200,"{""A"":""256"",""E"":""32768"",""K"":""128"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""256"",""E"":""32768"",""K"":""128"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,140339,"{""A"":""256"",""E"":""32768"",""K"":""128"",""N"":""256"",""S"":""256"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,548867,"{""A"":""16384"",""E"":""8192"",""K"":""1"",""N"":""16385"",""S"":""8192"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,524288,"{""A"":""16384"",""E"":""8192"",""K"":""1"",""N"":""16385"",""S"":""8192"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,49152,"{""A"":""16384"",""E"":""8192"",""K"":""1"",""N"":""16385"",""S"":""8192"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""16384"",""E"":""8192"",""K"":""1"",""N"":""16385"",""S"":""8192"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,1122356,"{""A"":""16384"",""E"":""8192"",""K"":""1"",""N"":""16385"",""S"":""8192"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,548901,"{""A"":""16385"",""E"":""8193"",""K"":""1"",""N"":""16385"",""S"":""8193"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,524352,"{""A"":""16385"",""E"":""8193"",""K"":""1"",""N"":""16385"",""S"":""8193"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,49158,"{""A"":""16385"",""E"":""8193"",""K"":""1"",""N"":""16385"",""S"":""8193"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""16385"",""E"":""8193"",""K"":""1"",""N"":""16385"",""S"":""8193"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,1122460,"{""A"":""16385"",""E"":""8193"",""K"":""1"",""N"":""16385"",""S"":""8193"",""graph"":""sparse_first_last""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,rows,557093,"{""A"":""16385"",""E"":""16385"",""K"":""1"",""N"":""16385"",""S"":""16385"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,signatures,1048640,"{""A"":""16385"",""E"":""16385"",""K"":""1"",""N"":""16385"",""S"":""16385"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,entries,81798,"{""A"":""16385"",""E"":""16385"",""K"":""1"",""N"":""16385"",""S"":""16385"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,operator,49,"{""A"":""16385"",""E"":""16385"",""K"":""1"",""N"":""16385"",""S"":""16385"",""graph"":""cyclic""}"
002-sizes-1000000-1000000-512-1,clearing calculator parity:,dealing,1687580,"{""A"":""16385"",""E"":""16385"",""K"":""1"",""N"":""16385"",""S"":""16385"",""graph"":""cyclic""}"
003-sizes-1000000-1024-512-1,clearing activity disclosure:,core,16,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
003-sizes-1000000-1024-512-1,clearing activity disclosure:,value,48,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
003-sizes-1000000-1024-512-1,clearing activity disclosure:,account_change,80,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
003-sizes-1000000-1024-512-1,clearing sizes:,identical_dealing,105267,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,dealt_egress,10526700,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,integrated_commitment,32,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,root_bundle,184,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,withdrawal_total,8,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,descriptor,192,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,certificate,69,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,header_certificate,101,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,header_roots_withdrawal_total_certificate,293,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing sizes:,entry_receipt,305,"{""A"":""1024"",""B"":""512"",""E"":""1024"",""K"":""1"",""N"":""1000000"",""rows"":""1024"",""validators"":""100""}"
003-sizes-1000000-1024-512-1,clearing empty payout epoch:,commit_opening,43,"{""W"":""0"",""commit_position"":""1"",""history_outputs"":""0"",""operations"":""2""}"
003-sizes-1000000-1024-512-1,clearing empty payout epoch:,root,48,"{""W"":""0"",""commit_position"":""1"",""history_outputs"":""0"",""operations"":""2""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,request,199,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,output,30,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,opening,75,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,claim,105,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,root,48,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,request,191,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,output,30,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,opening,75,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,claim,105,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,root,48,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""3"",""position"":""1""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,request,199,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,output,30,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,opening,653,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,claim,683,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,root,48,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,request,191,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
003-sizes-1000000-1024-512-1,clearing withdrawal claim:,output,30,"{""A"":""1024"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
